"En política como en el mar, hay calmas engañadoras."|4,7|Honorato de Balzac. Escritor francés
"La perfección de las costumbres consiste en vivir..." (Primera parte)|1,5|M. Barde
"... TODOS NUESTROS DÍAS COMO SI FUESEN EL ÚLTIMO" (Conclusión)|3,6|M. BARDE
"En nuestra alma cabe más el placer que el dolor."|2,4|François Maine de Biran  filósofo francés
"También las cosas horribles tienen su encanto."|2,6|Carlos Baudelaire. Poeta y crítico francés
"El futuro no tiene realidad sino como esperanza."|1,5|Jorge Luis Borges. Escritor argentino
"Si se recurre al talento, es que falta imaginación."|2,6|Georges Braque. Pintor y escultor francés
"Ser feliz, bien obrar y vivir bien, son una misma cosa."|3,5|Aristóteles. Filósofo y científico griego
"El destino tiene dos maneras de lastimarnos:..." (Primera parte)|1,5|Federico Enrique Amiel  escritor y filósofo suizo
"... negándose a nuestros deseos, y cumpliéndolos." (Conclusión)|3,5|FEDERICO ENRIQUE AMIEL  ESCRITOR Y FILÓSOFO SUIZO
"La esperanza provoca las razones para esperar."|3,6|Emile Chartier Alain. Profesor, ensayista y filósofo francés
"El amor no necesita de excusas para ser; el odio, sí."|3,6|Clemente Brentano  poeta y novelista alemán
"La suerte no es una casualidad, sino una habilidad."|1,4|O. K. Benhardi. Escritor alemán
"En las almas más grandes hay rincones de debilidad."|2,5|Jules Barbey D&#039; Aurevilly. Novelista y crítico francés
"La duda nace en el espíritu, la fe en el corazón."|4,7|Edmé Pierre Beauchêne
"Aún es posible que una mujer se resigne a vivir..." (Primera parte)|1,6|Jacinto Benavente. Dramaturgo, guionista y productor español
"... sin nunca ser amada; pero, sin amar, ¿cómo puede ser?" (Conclusión)|2,6|Jacinto Benavente. Dramaturgo, guionista y productor español
"No hay nada peor que el silencio para un literato"|2,4|AZORÍN  ESCRITOR Y CRÍTICO ESPAÑOL
"Quien medita la venganza entretiene sus heridas."|3,7|Francis Bacon filósofo inglés
"Todos los afectos del hombre tienen el mismo motor."|1,4|Vittorio Alfieri dramaturgo y poeta italiano
"La locura no tiene cura y, si la tiene, poco dura."|2,6|Anacarsis. Príncipe y sabio escita
"Los minutos son largos; más, los años son breves."|4,6|Mme. de Amiel-Lapeyre
"Eres hombre un peregrino, la dicha buscando vas, ..." (Primera parte)|1,7|Anónimo
"... sirve a Dios que es tu destino y la dicha hallarás"|3,7|Anónimo
"La mayor de las infelicidades es haber sido feliz"|2,5|SEVERINO BOECIO  ESTADISTA Y FILÓSOFO ROMANO
"Para aparentar un hombre honesto, es preciso serlo."|3,6|Nicolás Boileau-Despréaux
"Todas las cosas cambian y nosotros con ellas."|1,7|Mathías Bourbon
"La felicidad es mejor imaginarla que tenerla."|2,5|Jacinto Benavente. Dramaturgo y director de cine español
"Todos los males encuentran refugio en la vejez."|3,6|Antífonas  comediógrafo clásico griego
"Ser capaz de hallar alegría en la alegría de otro: ..."|1,5|Jorge Bernanos  escritor francés
"... allí reside el verdadero secreto de la felicidad" (Conclusión)|2,6|JORGE BERNANOS  ESCRITOR FRANCÉS
"La guerra es un atentado contra todos los derechos"|3,5|CONCEPCIÓN ARENAL  REFORMADORA SOCIAL Y PENSADORA ESPAÑOLA
"¡Nunca es más grande el hombre que de rodillas!"|3,7|FEDERICO BALART  PERIODISTA, POETA Y CRÍTICO ESPAÑOL
"El corazón del hombre por sus obras es probado."|1,5|Juan Ruiz Arcipreste de Hita. Poeta medieval español
"Un hombre con pereza es como un reloj sin cuerda."|4,6|Jaime Balmes. Filósofo y teólogo catalán
"Es necesario ser un genio para ser un buen marido."|2,5|Honorato de Balzac. Escritor francés
"El valor emana de esa fuerza de resistencia vital..." (Primera parte)|1,6|Alivert
"... con la que han sido dotados los seres inteligentes" (Conclusión)|3,5|Alivert
"La tontería suele ser el ornato de la belleza"|4,7|CARLOS BAUDELAIRE  POETA Y CRÍTICO FRANCÉS
"De causas análogas derivan efectos análogos"|2,5|ARISTÓTELES  FILÓSOFO Y CIENTIFICO GRIEGO
"Lo importante es hacer Historia, no escribirla."|1,6|Príncipe de Bismarck. Político prusiano
"Para Dios, todo deseo nuestro es como una oración."|3,5|Rafael Barret. Escritor y periodista español
"Bueno es estar sin vicios, pero no sin tentaciones"|2,6|WALTER BAGEHOT  PERIODISTA, POLITÓLOGO Y ECONOMISTA INGLÉS
"Los seres a los que vemos sin que ellos se den cuenta, ..." (Primera parte)|1,4|ENRIQUE BARBUSSE  NOVELISTA FRANCÉS
"... tienen la apariencia de no saber lo que hacen" (Conclusión)|3,6|ENRIQUE BARBUSSE  NOVELISTA FRANCÉS
"El mal del ignorante es ignorar su ignorancia."|2,5|Amos Bronson Alcott . Educador y filósofo estadounidense
"De balde compra quien compra lo que ha menester."|1,5|Mateo Alemán. Escritor español
"Destruir un error equivale a edificar una verdad"|4,7|CLAUDIO FEDERICO BASTIAT  ESCRITOR, LEGISLADOR Y ECONOMISTA FRANCÉS
"Solo quiero tanto como sea justo para no ser odiado, ..." (Primera parte)|1,4|PIETRO ARETINO  POETA, ESCRITOR Y DRAMATURGO ITALIANO
"... aunque no tan poco como para ser compadecido." (Conclusión)|2,5|PIETRO ARETINO  POETA, ESCRITOR Y DRAMATURGO ITALIANO
"... aunque no tan poco como para ser compadecido" (Conclusión)|2,5|Pietro Aretino. Poeta, escritor y dramaturgo italiano
"Soy amigo de la virtud más que de los virtuosos."|3,5|Nicolás Boileau-Despréaux  poeta y crítico francés
"Todo lo que tiene un valor puede tener un precio."|2,7|Jacinto Benavente. Dramaturgo y director de cine español
"El que pudiendo prohibir no lo hace, manda se haga."|2,6|Aforismo jurídico
"La adversidad es la piedra de ensayo del carácter."|1,6|Honorato de Balzac  escritor francés
"Horroriza pensar lo que fuera la vida sin la muerte."|2,4|Federico Balart  periodista, poeta y crítico español
"Quienes han nacido para vivir en los sótanos..." (Primera parte)|1,5|Siul Arco
"... cuando alcanzan las alturas suelen marearse" (Conclusión)|3,5|Siul Arco
"La verdad es que no existen derechos absolutos."|2,6|M. Barde
"Para pasar una noche tranquila, cena parcamente."|3,7|Axioma de la Escuela de Salerno
"El comercio basado en el engaño es falaz y efímero."|1,5|Carlos Barro
"Le duele el golpe al que se cae y le da risa al que lo ve."|3,5|Jacinto Benavente  dramaturgo y director de cine español
"Más vale pagar a un acreedor que dar a un amigo."|3,6|Aristóteles  filósofo y cientifico griego
"Ser bella y ser amada es simplemente ser mujer; ..." (Primera parte)|1,3|Jules Barbey D’Aurevilly  novelista y crítico francés
"... ser fea y saber hacerse amar, es ser una princesa" (Conclusión)|2,6|Jules Barbey D’Aurevilly  novelista y crítico francés
"Los americanos buenos, cuando mueren van a París."|3,5|Thomas A. Appleton  escritor norteamericano
"Nunca se debe mandar lo que uno mismo no sabe hacer."|2,6|Giuseppe Antonio Borgese  escritor, periodista y crítico literario italiano
"La ignorancia siempre está dispuesta a admirarse."|1,5|Nicolás Boileau-Despréaux  poeta y crítico francés
"La caridad es el medio de sostener la pobreza."|4,7|Vicente Blasco Ibáñez  novelista español
"Buen orador es aquel que se convence a sí mismo."|1,6|Henry George Bohn  editor inglés
"El medio para deshacerse de un hombre amante de..." (Primera parte)|2,5|Jaime Balmes  filósofo y sacerdote español
"... contradecir, es callar y escuchar calmadamente" (Conclusión)|3,5|Jaime Balmes  filósofo y sacerdote español
"El tiempo siempre camina seguido por la justicia."|4,7|Azais
"El conocimiento de las lenguas antiguas es un lujo."|2,5|John Brigth parlamentario inglés
"Lo que más se le prohíbe, más lo desea el hombre."|2,6|Ludovico Ariosto  poeta italiano
"Todo cuanto la pobreza toca se torna horrible."|2,5|Nicolás Boileau-Despréaux  poeta y crítico francés
"Se dice que el amigo de todos no es amigo de nadie."|2,4|Luis Bourdaloue  jesuita francés
"El honor es como una isla escarpada y sin orillas: ..." (Primera parte)|1,5|Nicolás Boileau - Despréaux  poeta y crítico francés
"... una vez que se está fuera ya no es posible regresar" (Conclusión)|3,6|Nicolás Boileau, Despréaux  poeta y crítico francés
"Nadie se atreve a decir adiós a los hábitos propios."|2,5|Honorato de Balzac  escritor francés
"La política es la historia que se está haciendo."|3,5|Henri Bordeaux  intelectual francés
"La verdadera razón consiste en saberse moderar."|2,5|Jacques Bénigne Bossuet  clérigo y escritor francés
"No hay pecado tan grande ni vicio tan afirmado que" (Primera parte)|3,6|Concepción Arenal
"... con el arrepentimiento no se borre o quite del todo" (Conclusión)|2,5|Concepción Arenal reformadora social y pensadora española
"Dios murmura en la cascada y canta en el poeta."|3,6|Pío Baroja  novelista español
"La conciencia es un universo y su sol es el amor."|2,5|Federico Enrique Amiel  escritor y filósofo suizo
"La tranquilidad es felicidad cuando es reposo."|1,6|Ludwig Börne escritor político alemán
"El silincio del pueblo es la lección de los reyes" (Conclusión)|3,5|Jean B. C. M. Beauvais  obispo francés
"Rota la fe, no hay vínculo bendito que a Dios nos una." (Conclusión)|3,6|Julio Arboleda poeta colombiano
"Cuanto más alces la voz mejor cantarás; pero cuanto..." (Primera parte)|1,5|Aforismo indio
"... más te lamentes, más aumentarás tu desgracia" (Conclusión)|2,6|Aforismo indio
"Los hombres pelean, sólo Dios dará la victoria."|3,6|Juana de Arco  heroína, militar y santa francesa
"La mentira es un centinela que guarda la puerta."|2,5|Jorge Bernanos  escritor francés
"El diablo es más diabólico cuando es respetable."|1,5|Rafael Barret  escritor y periodista español
"La conciencia es una cosa de existencia ficticia."|3,6|Jeremías Bentham  pensador inglés
"La virtud es el arte de practicar todo bien posible."|2,5|Aristóteles  filósofo y científico griego
"Las cumbres se han hecho para los que no temen" (Primera parte)|1,7|L. J. Actis  religioso argentino
"los sacrificios y no escatiman los esfuerzos." (Conclusión)|2,5|L. J. Actis  religioso argentino
"Las verdades humanas deben serlo por sí mismas."|3,6|Italo Balbo  político italiano
"La caridad es virtud del corazón y no de las manos."|3,6|Joseph Addison  escritor y político inglés
"Un gran poeta es la joya más preciosa de una nación."|1,6|Ludwig von Beethoven  compositor y pianista alemán
"Hoy en día, lo que no vale la pena de contarse se canta."|2,6|Pedro A. de Beaumarchais  dramaturgo francés
"El pesimismo es una enfermedad del espíritu."|3,5|Gumersindo de Azcárate  jurista, historiador y catedrático español
"Sin la actividad la vida se torna en languidez," (Primera parte)|1,5|Italo Balbo  político italiano
"en una languidez indigna del hombre de trabajo" (Conclusión)|3,5|Italo Balbo político italiano
"La confianza en sí debe brillar en los corazones"|3,6|Yoritomo militar japonés
"La desgracia me enseñó a socorrer al desgraciado"|2,5|Oscar Wilde literato irlandés
"Una locura que exalta, vale por una verdad que abate"|2,6|Christoph Wieland escritor alemán
"El matrimonio es una celada de la naturaleza"|1,6|Lewis Wallace escritor y militar estadounidense
"El ejemplo corrige mejor que las reprimendas"|3,6|Voltaire escritor y filósofo francés
"Siempre me ha resultado difícil ser indulgente" (Primera parte)|1,5|Thorton Niven Wilder escritor estadounidense
"con los que se desprecian o condenan a sí mismos" (Conclusión)|3,5|Thorton Niven Wilder escritor estadounidense
"Las pasiones y los prejuicios gobiernan el mundo"|2,6|John Wesley teólogo británico
"Una doncella enamorada se torna audaz sin saberlo."|3,5|Juan Pablo Richter escritor y humanista alemán
"Nuestra fortuna es la desgracia de los otros."|1,5|Étienne Rey artista plástico francés
"Los actores nunca aceptan más que los elogios."|2,6|Jules Rénard literato francés
"El apetito viene comiendo; la sed se va bebiendo."|2,5|Francisco Rabelais escritor francés
"Los débiles sucumben no por ser débiles, sino por" (Primera parte)|1,5|Santiago Ramón y Cajal  histólogo español
"ignorar que lo son. Igual les sucede a las naciones" (Conclusión)|3,5|Santiago Ramón y Cajal  histólogo español
"La perfección del arte consiste en ocultar el arte."|2,4|Marco Fabio Quintiliano  profesor de retórica romano
"La antorcha del amor se enciende en la cocina."|3,6|proverbio francés
"El filósofo es el gran sacerdote del universo."|1,5|Proclo  filósofo ateniense
"Ten un remo en el agua y el otro rozando la orilla."|3,7|Propercio poeta romano
"Los que nos vemos siempre no nos vemos como somos."|2,5|Antonio Porchia  escritor argentino
"Si los hombres supiesen lo que dicen unos de otros" (Primera parte)|1,5|Blas Pascal  matemático y filósofo francés.
"no existirían en el mundo ni tan solo cuatro amigos" (Conclusión)|2,5|Blas Pascal  matemático y filósofo francés.
"Habla el silencio mucho más que las amenazas"|3,7|Filippo Pananti  poeta cómico italiano
"Salve, Emperador, los que van a morir te saludan."|2,6|Palabras que pronunciaban los gladiadores antes del combate
"La ley más vieja cede el puesto a la más reciente"|1,5|Thomas Love Peacock escritor inglés
"Ninguna cosa noble se hace sin el riesgo del azar."|2,5|Miguel E. de Montaigne escritor francés
"Si se quiere dar amor hay un riesgo: el de recibirlo."|3,6|Molière dramaturgo y actor francés
"Cuando un hombre se echa atrás, retrocede de verdad" (Primera parte)|1,5|Zsa Zsa Gabor  actriz húngaro-estadounidens
"Una mujer sólo retrocede para tomar carrera" (Conclusión)|2,6|Zsa Zsa Gabor  actriz húngaro-estadounidense
"La forma de obedecer da mérito a la obediencia."|2,5|Chevalier de Meré  escritor francés
"El pan y las fiestas mantienen al pueblo quieto."|3,5|Lorenzo de Médicis  poeta, filósofo y mecenas italiano
"El honor es como una isla escarpada y sin orillas."|1,4|Nicolás Boileau-Despréaux  poeta y crítico francés
"Mucho sabe la zorra, pero la vívora es muy poderosa"|2,5|Arquíloco  poeta lírico griego
"Todo poder humano se forma de paciencia y de tiempo"|3,6|Honorato de Balzac  escritor francés
"Yo creí hace tiempo que esto de la solemnidad" (Primera parte)|2,6|Pío Baroja  novelista español
"no se estilaba, pero veo que se sigue estilando" (Conclusión)|2,5|Pío Baroja  novelista español
"Donde pisa mi caballo no vuelve a crecer hierba"|3,5|Atila  caudillo y emperador huno
"Los hechos enseñan mucho, pero es a quien sabe ver"|3,5|Concepción Arenal  reformadora social y pensadora española
"Nadie se siente solo si tiene un recuerdo dichoso"|1,6|Anónimo
"Cuando queráis estafar al mundo, decidle la verdad"|2,5|Bismarck  político prusiano
"El tiempo es el más grande de los innovadores"|4,7|Francis Bacon  pintor británico
"La voz de la conciencia jamás padece de afonía;" (Primera parte)|1,5|Siul Arco
"pero a menudo el sentido común sufre de sordera" (Conclusión)|3,6|Siul Arco
"El labrador acota campos, el vagabundo los cruza"|3,5|Pío Baroja  novelista español
"La virtud no es otra cosa que la gentileza del alma"|2,5|Honorato de Balzac escritor francés
"No reconozco más signo de excelsitud que la bondad"|2,5|Ludwig van Beethoven  compositor y pianista alemán
"La religión es amor y, porque es amor, es poesía"|1,5|Gustavo Adolfo Bécquer  escritor y poeta español
"¡Cómo son de estúpidas las personas de ingenio!"|3,6|Pedro A. de Beaumarchais  dramaturgo francés
"Cuando todo se ha perdido y no hay más esperanza" (Primera parte)|1,5|Voltaire  filósofo y escritor francés
"la vida es una afrenta y la muerte, una obligación" (Segunda parte)|2,5|Voltaire  filósofo y escritor francés
"La pasión se agota pronto y hay que administrarla"|3,6|Emile Augier  poeta dramaturgo y escritor francés
"La aspiración de la mujer es siempre inspirar amor"|2,4|Ludwig Börne  escritor político alemán
"Pensar bien consiste en reconocer la verdad"|1,5|Jaime Balmes  filósofo y teólogo catalán
"La industria es el gran medio de civilización"|4,7|Juan Bautista Alberdi  sociólogo, jurista y político argentino
"Nada tan grande como el hombre, si se mira su alma"|2,6|Cura de Ars patrono de los sacerdotes cristianos
"Vosotros no sois culpables y ningún pueblo lo es" (Primera parte)|2,5|Simón Bolívar  militar y político venezolano
"el pueblo sólo anhela justicia, reposo y libertad" (Segunda parte)|1,5|Simón Bolívar  militar y político venezolano
"Parte principalísima de toda cosa es el principio"|2,5|Aforismo jurídico
"La tolerancia religiosa es una infidelidad"|2,6|Ambrose Bierce  escritor satírico y periodista estadounidense
"La felicidad es de los que se bastan a sí mismos"|1,6|Aristóteles  filósofo y científico griego
"El rosal sabe que cortarán sus flores, y florece"|2,5|Emile Augier  poeta dramaturgo y escritor francés
"Debemos comer para vivir; nunca vivir para comer"|3,5|Pedro A. de Beaumarchais  dramaturgo francés
"Ser celoso es el colmo del egoísmo, es el amor propio" (Primera parte)|1,5|Honorato de Balzac  escritor francés
"desvirtuado, es el resultado de una falsa vanidad" (Conclusión)|2,5|Honorato de Balzac  escritor francés
"La rima es una esclava y no debe sino obedecer"|3,6|Nicolás Boileau - Despréaux  poeta y crítico francés
"El amor es una ocupación como otra cualquiera"|2,6|Jacinto Benavente  dramaturgo y director de cine español
"Lo que me quede de vida, no quiero vivirlo en vano"|1,5|Joseph Addison  escritor y político inglés
"La destreza ayuda en todo, pero no basta para nada"|2,5|Federico Enrique Amiel  escritor y filósofo suizo
"La caridad une a los hombres; el egoísmo los separa"|3,6|Antonio Aparisi y Guijarro  orador, escritor y político valenciano
"Nadie puede justamente censurar o condenar a otro," (Primera parte)|1,5|Sir Thomas Browne  médico y ensayista inglés
"porque nadie conoce verdaderamente al otro" (Conclusión)|2,6|Sir Thomas Browne  médico y ensayista inglés
"Es la historia el gran espejo de la vida humana"|3,6|Jacques Bénigne Bossuet clérigo y escritor francés
"No pidáis en vuestras oraciones una vida fácil"|4,7|Phillip Brooks  obispo episcopal estadounidense
"No es fácil opinar contra los propios intereses"|2,5|Jaime Balmes  filósofo y teólogo catalán
"Nuestro deber es ser útiles como mejor podamos."|3,6|Federico Enrique Amiel  escritor y filósofo suizo
"Ninguno de nosotros está libre del afán de lucro."|3,5|Aristófanes poeta griego
"Sólo hay que contar con uno mismo y... aún así, no mucho."|1,6|Tristán Bernard escritor y periodista francés
"La ciencia positiva no persigue el fin de las cosas."|3,5|André Berthet escritor francés
"El amor es como el miedo: todo nos lo hace creer."|2,5|Condesa de Aulnoy, escritora francesa
"Un instante de insensatez puede echar a perder" (Primera parte)|2,6|Siul Arco
"una vida íntegra de realizaciones positivas" (Conclusión)|3,5|Siul Arco
"El hombre es un animal egoísta y rapaz como todos."|4,7|Pío Baroja,  novelista español
"Hay que atar la vida a otra cosa que no sea uno mismo."|3,6|Enrique Barbusse, novelista francés
"El perro agradecido vale más que el hombre ingrato"|1,5|Príncipe de Bismarck, político prusiano
"Sin poesía no se podría soportar la realidad"|3,7|Antonio Benoit
"El dinero es un buen sirviente, pero muy mal amo"|3,5|Henry George Bohn, editor inglés
"La nobleza es el esplendor que nace de la virtud" (Primera parte)|1,6|Fabio Albergati, diplomático y escritor italiano
"de todos esos antepasados que fueron valientes" (Conclusión)|2,5|Fabio Albergati, diplomático y escritor italiano
"Si comienza uno con certezas, terminará con dudas"|3,5|Francis Bacon  pintor británico
"Nada imita mejor a la inteligencia que la pillería"|3,5|Jacinto Benavente  dramaturgo y director de cine español
"A los hábitos recibidos, cada cual se acomoda"|1,6|Nicolás Boileau-Despréaux  poeta y crítico francés
"Hojas del árbol caídas, juguete del viento son"|2,4|Gustavo Adolfo Bécquer  escritor y poeta español
"La desgracia crea en ciertas almas un desierto"|3,6|Honorato de Balzac  escritor francés
"Substituir el amor propio con el amor a los demás" (Primera parte)|1,5|Concepción Arenal  reformadora social y pensadora española
"es cambiar un insufrible tirano por un buen amigo" (Conclusión)|2,6|Concepción Arenal  reformadora social y pensadora española
"Quien ama y persevera, vence la piedra más dura"|1,6|Luis Aragón  poeta, ensayista y diplomático guatemalteco
"No es perfecta la vida que se ha vivido sin lucha"|2,6|Wilfrid Scawen Blunt  intelectual inglés
"El hombre ha sido formado para vivir en sociedad"|3,7|William Blackston  jurista inglés
"La burocracia de los países latinos es antipática" (Primera parte)|1,5|Pío Baroja  novelista español
"parece que está únicamente para vejar al público" (Conclusión)|2,6|Pío Baroja  novelista español
"La felicidad no es el principio de la familia"|3,7|André Beaunier
"Una memoria sin mancha es un magnífico tesoro"|3,7|Charlotte Brönté  novelista inglesa
"Los hombres deben llevar la virtud dentro de sí"|1,5|Joseph Addison  escritor y político inglés
"Un grande ya nos hace bien cuando no nos hace daño"|2,5|Pedro A. de Beaumarchais  dramaturgo francés
"Toda originalidad individual tiene sus límites"|3,6|Marck Bloch  historiador francés
"Siempre queda un pequeño rincón silencioso hasta" (Primera parte)|3,7|Paul Buorget  novelista y crítico francés
"en las más sinceras confesiones de una mujer" (Conclusión)|1,5|Paul Buorget  novelista y crítico francés
"La fe es una gran ayuda en toda difícil empresa"|2,4|Carlos Barro
"El amor matrimonial perpetúa el género humano"|3,5|Thomas Bekker
"Debemos temer a los enemigos cuando están lejos"|1,5|Jacques Bénigne Bossuet  clérigo y escritor francés
"La separación del cuerpo y del alma es inevitable"|2,6|Robert Blair  obispo escocés
"El pensamiento es natural, la palabra es adquirida"|2,5|Louis de Bonald  político, filósofo, escritor y publicista francés
"Aunque es aborrecible el rico vano, también es" (Primera parte)|1,3|Mateo Alemán  escritor español
"insufrible y escandaloso el pobre soberbio" (Conclusión)|2,5|Mateo Alemán  escritor español
"Un bello anciano es la más hermosa de las ruinas"|3,6|Artaize
"Nunca nuestros jueces son mejores que nosotros"|2,6|Hugo Betti  dramaturgo italiano
"La felicidad consiste a veces en saberse engañar"|1,5|Carlo Bini  periodista italiano
"Todo lo que debilita al hombre le predispone al mal"|2,5|Arenal  reformadora social y pensadora española
"Más el mármol se consume, más la estatua crece"|2,5|Michelangelo Buonarroti  escultor, arquitecto y pintor italiano
"Por haber colocado demasiado alto al ser que se" (Primera parte)|1,6|Federico Enrique Amiel  escritor y filósofo suizo
"ama, se concluye por inundarle de injusticias" (Conclusión)|2,5|Federico Enrique Amiel  escritor y filósofo suizo
"Lo que mejor nos sienta es lo que más propio nos es"|2,6|Richard Baxter  escritor puritano inglés
"Hay casos en que la verdad apenas parece probable"|3,5|Nicolás Boileau-Despréaux  poeta y crítico francés
"La superstición es la religión de mentes apocadas."|1,5|Edmund Burke  estadista y filósofo político británico
"La ciencia es la lumbrera del entendimiento"|3,6|Jacques Bénigne Bossuet  clérigo y escritor francés
"Dejad pasar a veinte; y al veintiuno, duro con él"|3,5|Robert Browning  poeta inglés
"El hombre es el verdadero creador de su destino;" (Primera parte)|1,5|Anónimo
"si no está convencido de ello, no es nada en la vida" (Conclusión)|3,5|Anónimo
"En esta vida no es bueno ser demasiado afortunado"|4,7|Pearl Buck  escritora estadounidense
"El problema, para un escritor, es no parecerse a otro"|2,5|Arthur Adamov  dramaturgo franco-armenio
"Sólo el dolor redime, sólo el dolor fortifica"|1,5|Jacinto Benavente  dramaturgo y director de cine español
"Es difícil decir quién hace en la vida más daño"|4,7|Edward George Earl Bulwer-Lytton  novelista y político inglés
"La mejor guía para el entendimiento es la moral"|3,6|Jaime Balmes  filósofo y teólogo catalán
"Cuando el hombre se pone a mirarse mucho a sí mismo," (Primera parte)|1,5|Pío Baroja  novelista español
"llega a no saber cuál es su cara y cuál es su careta" (Conclusión)|2,5|Pío Baroja  novelista español
"Diálogo es colaboración de dos personas en un tema"|3,6|Máximo Bontempelli  poeta y novelista italiano
"Un buen consejo depende de la manera de darlo"|2,6|Joseph de Bruix  militar francés
"La guerra es la más grande escuela de humildad"|1,4|Antonio Benoit
"Los prejuicios cierran las puertas a la verdad"|2,7|Robert Browning  poeta inglés
"El sentido común es el cálculo aplicado a la vida"|3,6|Federico Enrique Amiel  escritor y filósofo suizo
"¿Qué cosas tiene la vida que nadie la quiere perder?" (Primera parte)|3,7|Anónimo
"¿qué cosas tendrá la muerte que nadie quiere volver?" (Conclusión)|1,5|Anónimo
"La ciencia es la benefactora de la humanidad"|3,6|Marcelin Berthelot  químico francés
"La revolución es el hipérbaton de la sociedad"|2,5|Gabriel Alomar  escritor, político y diplomático español
"El fondo de todos nuestros temores es la muerte"|1,5|Cardenal Giovanni Bona   liturgista y autor devocional italiano
"La propiedad tiene sus raíces en el hombre mismo"|4,7|Martín Archer  químico inglés
"La salud es la justa medida entre el calor y el frío"|2,6|Aristóteles  filósofo y científico griego
"El odio es un borracho en el fondo de una taberna, que" (Primera parte)|1,5|Carlos Baudelaire  poeta y crítico francés
"constantemente renueva su sed con la bebida" (Conclusión)|2,6|Carlos Baudelaire  poeta y crítico francés
"La mezcla de una mentira siempre añade placer"|3,6|Francis Bacon  pintor británico
"El genio hace lo que debe; el talento, lo que puede"|4,6|Lord Edward Bulwer-Lytton  novelista y político inglés
"La intolerancia es un derecho del poder público"|2,5|Jaime Balmes  filósofo y teólogo catalán
"Lo que se concibe bien se expresa claramente," (Primera parte)|1,5|Nicolás Boileau-Despréaux  poeta y crítico francés
"las palabras para decirlo acuden fácilmente" (Conclusión)|2,5|Nicolás Boileau-Despréaux  poeta y crítico francés
"Las leyes, como las cajas, se apoyan unas en otras."|3,6|Edmund Burke  estadista y filósofo político británico
"Docta es, pero peligrosa escuela la de los yerros"|4,6|Francisco A. de Bances Candamo  escritor y dramaturgo español
"Dios castiga en los hijos las culpas de los padres"|1,6|Jacinto Benavente  dramaturgo y director de cine español
"Dadme un punto de apoyo y moveré la tierra y el cielo"|3,6|Arquímedes  matemático, físico, inventor y astrónomo griego
"Los suspiros llegan más lejos que los gritos"|3,5|Anónimo
"No hay código ni institución humana que pueda" (Primera parte)|2,6|Honorato de Balzac  escritor francés
"prevenir el crimen moral que mata con una frase" (Conclusión)|1,5|Honorato de Balzac  escritor francés
"Podrá no haber poetas, pero siempre habrá poesía"|2,5|Gustavo Adolfo Bécquer  escritor y poeta español
"Para amar las cosas necesito participar de ellas"|2,7|Silvina Bullrich  novelista, periodista y guionista argentina
"Unos no usan de las riquezas y otros abusan de ellas"|1,4|Antonio Aguilar y Correa  político español y presidente de España
"El que limita la acción menoscaba la energía"|3,5|Concepción Arenal  reformadora social y pensadora española
"Consejo sin remedio es como un cuerpo sin alma"|2,6|Mateo Alemán  escritor español
"El abogado recobra nuestros bienes de las manos" (Primera parte)|1,5|Henry Peter Brougham  intelectual inglés
"de nuestros adversarios, y se los guarda para él" (Conclusión)|2,6|Henry Peter Brougham  intelectual inglés
"Un hombre altivo es siempre difícil de contentar"|3,6|Richard Baxter  escritor puritano inglés
"El vino trueca el amor en celos y los celos en locura."|1,5|Joseph Addison  escritor y político inglés
"Nadie puede corregir bien una cosa mal hecha."|3,6|Aristóteles  filósofo y científico griego
"La vanidad desmedida nos conduce a la soledad."|2,5|Siul Arco
"Las mujeres perdonan siempre al que las engaña" (Primera parte)|1,5|Jacinto Benavente  dramaturgo y director de cine español.
"pero nunca perdonan al que no han podido engañar." (Conclusión)|2,5|Jacinto Benavente  dramaturgo y director de cine español.
"El que confunde el mal y el bien, es enemigo del bien."|3,6|Edmund Burke  estadista y filósofo político británico
"Hermano: vas mostrando ajenas faltas y no las tuyas."|2,6|Ludovico Ariosto  poeta italiano.
"El que es amigo de todo el mundo no es amigo mío."|4,7|Luis Bourdaloue jesuita francés
"Lo infinito es algo que no tiene medida alguna."|2,6|William Allingham  poeta irlandés
"La lectura hace al hombre docto; la conversación" (Primera parte)|1,5|Francis Bacon  pintor británico
"lo hace desenvuelto; el arte de escribir, exacto" (Conclusión)|2,6|Francis Bacon  pintor británico
"Las costumbres son la hipocresía de las naciones"|3,5|Honorato de Balzac  escritor francés
"Un niño no se figura jamás que su madre sea una mujer"|3,6|André Beaunier  novelista y crítico literario francés
"La Inglaterra es la madre de los Parlamentos"|1,5|John Brigth parlamentario inglés
"El árbitro considera la equidad; el juez, la ley"|2,5|Aristóteles  filósofo y científico griego
"Una hora de alegría es algo que robamos al dolor"|3,6|Jacinto Benavente  dramaturgo y director de cine español
"El presentimiento y la superstición suelen ser" (Primera parte)|1,3|Louis Bottach  novelista y ensayista francés
"cosas muy semejantes, cuando no son una misma cosa" (Conclusión)|2,6|Louis Bottach  novelista y ensayista francés
"La religión es fuente de todo bien, de todo consuelo"|3,5|Edmund Burke  estadista y filósofo político británico
"La economía es la fuente de la independencia"|3,5|Augusto Barbier  poeta francés
"A nadie hace violencia el que usa de su derecho"|1,5|Aforismo jurídico
"Sé lo que debes ser; lo restante sólo a Dios atañe"|3,6|Federico Enrique Amiel escritor y filósofo suizo
